Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5977,NH,Idle Reduction Requirement,"The owner or operator of a diesel-powered vehicle must limit the length
of time their vehicle remains idle. The limit is based on the outside
temperature, as follows: Above 32 degrees Fahrenheit, 5 minute limit in
any 60 minute period; between 32 and -10 degrees Fahrenheit, 15 minute
limit in any 60 minute period; below -10 degrees Fahrenheit, no limit.
Certain vehicles are exempt from the regulation, including vehicles in
traffic, emergency vehicles, vehicles providing power take-off for
refrigeration or lift gate pumps, vehicles idling for required
maintenance or diagnostic purposes, and vehicles supplying heat or air
conditioning for passenger comfort during transportation. (Reference
[New Hampshire Department of Environmental Services, Administrative
Rules](https://www.des.nh.gov/rules-and-regulatory/administrative-rules)
Env-A 1102.02 and 1102.03)
",,,false,50,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://des.nh.gov/organization/commissioner/legal/rules/index.htm
5979,DC,Plug-In Electric Vehicle (PEV) Title Excise Tax Exemption,"Qualified PEVs are exempt from the excise tax imposed on an original
certificate of title. The original purchaser and subsequent purchasers
of the same vehicle are eligible for the excise tax exemption. The
District of Columbia Department of Motor Vehicles (DMV) determines which
PEVs qualify. For more information, see the District of Columbia
[Department of Motor Vehicles](https://dmv.dc.gov/node/155352) website.
(Reference [District of Columbia
Code](https://code.dccouncil.us/dc/council/code/) 50-2201.03(j)(3)(J))
",2017-01-01 00:00:00 UTC,2019-01-18 00:00:00 UTC,false,15,State Incentives,"",2019-02-08 21:16:49 UTC,,,,"",ELEC|PHEV,EXEM|TAX,"",FLEET|IND,http://dccouncil.us/|https://code.dccouncil.us/dc/council/code/
5981,DC,Idle Reduction Requirement,"A diesel- or gasoline-powered motor vehicle may not idle for more than
three consecutive minutes, except under the following conditions: 1) to
operate power takeoff equipment including, but not limited to, cement
mixers, refrigeration systems, and delivery vehicles; 2) if it is a
private passenger vehicle; or 3) to operate heating equipment for five
minutes when the ambient temperature is 32 degrees Fahrenheit or below.
(Reference [District of Columbia Municipal
Regulations](https://ddoe.dc.gov/sites/default/files/dc/sites/ddoe/publication/attachments/chapter9revised.pdf)
Title 20, Chapter 9, Section 900.1)
",,,false,45,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,https://ddoe.dc.gov/sites/default/files/dc/sites/ddoe/publication/attachments/chapter9revised.pdf
5985,OR,Low-Speed Vehicle and Medium-Speed Electric Vehicle (EV) Access to Roadways,"A low-speed vehicle is defined as a four-wheeled motor vehicle capable
of reaching speeds of more than 20 miles per hour (mph) but not more
than 25 mph. A low-speed vehicle may not operate on a highway that has a
posted speed limit of more than 35 mph. A medium-speed EV is defined as
a four-wheeled electric motor vehicle that is equipped with a roll cage
or a crushproof body design and is capable of reaching speeds of up to
35 mph. A medium-speed EV may not operate on a highway that has a posted
speed limit of more than 45 mph. A city or county may adopt ordinances
that allow the operation of low-speed vehicles or medium-speed EVs on
city streets or county roads that have posted speed limits greater than
35 mph and 45 mph, respectively. Low-speed vehicles and medium-speed EVs
must comply with certain standards contained in Title 49 of the [U.S.
Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
571.500. (Reference [Oregon Administrative
Rules](http://sos.oregon.gov/archives/Pages/oregon_administrative_rules.aspx)
737-010-0010, and [Oregon Revised
Statutes](https://www.oregonlegislature.gov/) 801.331, 801.341, 811.512,
and 811.513)
",,2009-07-29 00:00:00 UTC,false,110,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://www.leg.state.or.us/ors/home.htm|http://sos.oregon.gov/archives/Pages/oregon_administrative_rules.aspx
5986,NC,Alternative Fuel and Alternative Fuel Vehicle (AFV) Fund,"The North Carolina State Energy Office administers the Energy Policy Act
(EPAct) Credit Banking and Selling Program, which enables the state to
generate funds from the sale of EPAct 1992 credits. The funds that EPAct
credit sales generate are deposited into the Alternative Fuel Revolving
Fund (Fund) for state agencies to offset the incremental costs of
purchasing biodiesel blends of at least 20% (B20) or ethanol blends of
at least 85% (E85), developing alternative fueling infrastructure, and
purchasing AFVs and hybrid electric vehicles. Funds are distributed to
state departments, institutions, and agencies in proportion to the
number of EPAct credits generated by each. For the purposes of this
program, alternative fuels include 100% biodiesel (B100), biodiesel
blends of at least B20, ethanol blends of at least E85, compressed
natural gas, propane, and electricity. The Fund also covers additional
projects approved by the Energy Policy Council. (Reference [North
Carolina General
Statutes](http://www.ncleg.net/gascripts/Statutes/Statutes.asp)
143-58.4, 143-58.5, 143-341, and 136-28.13)
",2005-09-20 00:00:00 UTC,2009-06-30 00:00:00 UTC,false,15,State Incentives,"",,,,,"",BIOD|ETH|ELEC|HEV|NG|PHEV|LPG,GNT,"",GOV,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
5988,NC,Alternative Fuel Use and Fuel-Efficient Vehicle Requirements,"State-owned vehicle fleets must implement petroleum displacement plans
to increase the use of alternative fuels and fuel-efficient vehicles.
Reductions may be met by petroleum displaced through the use of
biodiesel, ethanol, other alternative fuels, the use of hybrid electric
vehicles, other fuel-efficient or low emission vehicles, or additional
methods the North Carolina Division of Energy, Mineral and Land
Resources approves. (Reference [Session Law
2013-265](https://www.ncleg.net/Sessions/2013/Bills/Senate/PDF/S638v7.pdf),
Section 19.5(a))
",,,false,107,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HEV|NG|PHEV|LPG,"",REQ,GOV,https://www.ncleg.net/Sessions/2013/Bills/Senate/PDF/S638v7.pdf
5989,NC,School Bus Idle Reduction Requirement,"All local boards of education in North Carolina have adopted idle
reduction policies prohibiting school buses from idling unnecessarily on
school grounds or warming up for longer than five minutes. For more
information, including a sample policy and administrative procedure, see
the [North Carolina School Boards Association Reduced Idling
Materials](http://www.ncbussafety.org/Idling.html) website.
",,,false,110,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV,""
5990,NJ,Idle Reduction Requirement,"A gasoline-fueled motor vehicle is not allowed to operate for more than
three consecutive minutes when the vehicle is not in motion, with the
following exceptions: 1) a vehicle stopped in a line of traffic; 2) a
vehicle being inspected by a state or federal motor vehicle inspector;
3) an emergency vehicle operating in an emergency situation; 4) a
vehicle being repaired or serviced; 5) a vehicle whose primary or
secondary power source is used for a mechanical operation other than
propulsion; and 6) a vehicle parked in a non-residentially zoned area
with a sleeper berth being used for sleeping or resting. A gasoline bus
loading or unloading passengers may idle for 15 consecutive minutes in a
60-minute period.

A diesel-fueled motor vehicle is not allowed to operate for more than
three consecutive minutes when the vehicle is not in motion. If the
vehicle is not in a parking space equipped with idle reduction
electrification technology, the following exceptions apply: 1) a vehicle
stopped in a line of traffic; 2) a vehicle whose primary power source is
used for a mechanical operation other than propulsion; 3) a vehicle
being inspected by a state or federal motor vehicle inspector; 4) an
emergency vehicle operating in an emergency situation; 5) a vehicle
being repaired or serviced; 6) a vehicle with a sleeper berth that is
equipped with a Model Year 2007 or newer engine and/or a functioning
diesel particulate filter; and 7) a vehicle that uses a technology
designed to reduce engine idling, such as auxiliary or alternate power
units, generator sets, or bunk heaters. Additionally, diesel vehicles
may idle for 15 consecutive minutes when the vehicle\'s engine has been
stopped for at least three hours if the temperature is below 25 degrees
Fahrenheit, and a diesel bus loading or unloading passengers may idle
for 15 consecutive minutes in a 60-minute period. Violators will be
issued fines.

(Reference [New Jersey Administrative
Code](http://www.state.nj.us/oal/rules/accessp/) 7:27-14.3 through
7:27-14.10 and 7:27-15.8)
",,2010-01-01 00:00:00 UTC,false,65,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://www.state.nj.us/oal/rules/accessp
5991,TX,Provision for Establishment of Hydrogen Program,"The Texas Department of Transportation (TxDOT) may seek funding from
public and private sources to acquire and operate hydrogen vehicles and
establish and operate publicly accessible hydrogen fueling stations.
TxDOT must ensure that data on emissions from the vehicles, fueling
stations, and related hydrogen production are monitored and compared
with data on emissions from control vehicles with internal combustion
engines that operate on fuels other than hydrogen. TxDOT must report the
results of this monitoring, analysis, and comparison to the Texas
Commission on Environmental Quality. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Transportation Code
201.618)
",,,false,110,Laws and Regulations,"",,,,,"",HY,"",OTHER,OTHER,http://www.statutes.legis.state.tx.us/
5993,IL,Biodiesel Blend Use Requirement,"Any diesel-powered vehicle owned or operated by the state, county or
local government, school district, community college, public college or
university, or mass transit agency must use a biodiesel blend that
contains at least 5% biodiesel (B5) when fueling at a bulk central
fueling facility. These entities are required to use B5 where available
unless the vehicle engine is designed or retrofitted to operate on a
higher percentage of biodiesel or on ultra-low sulfur diesel. (Reference
20 [Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 689/10 and 625
[Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 5/12-705.1)
",2005-07-28 00:00:00 UTC,,false,115,Laws and Regulations,"",,,,,"",BIOD,"",REQ,GOV,""
5997,MA,Idle Reduction Requirement,"A motor vehicle may not idle for more than five consecutive minutes.
This regulation does not apply to: 1) vehicles being serviced, provided
that operation of the engine is essential to the repair; 2) vehicles
delivering or accepting goods or merchandise for which engine assisted
power is necessary and substitute alternate power cannot be made
available; or 3) vehicles requiring auxiliary power for an associate
power need other than movement that cannot be substituted by an
alternate power source provided that such operation does not cause or
contribute to air pollution. Violators are subject to fines. Local
boards of health, local police, and state and federal officials may
enforce the state anti-idling law. (Reference [Massachusetts General
Laws](http://www.malegislature.gov/Laws/GeneralLaws/) Chapter 90,
Section 16A, and [Department of Environmental Protection Regulations and
Standards](https://www.mass.gov/service-details/air-quality-laws-rules-massdep)
310 CMR 7.11(1)(b))
",,,false,70,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://www.malegislature.gov/Laws/GeneralLaws/|http://www.mass.gov/dep/air/laws/regulati.htm
5998,PA,Alternative Fuel and Idle Reduction Grants,"The Small Business Advantage Grant Program provides matching grants of
50% of project costs, up to \$7,000, to enable a Pennsylvania small
business to adopt or acquire energy-efficient or pollution prevention
processes or equipment. Pennsylvania trucking companies and independent
truckers may use the funding to purchase U.S. Environmental Protection
Agency SmartWay verified anti-idling technologies. Projects may not
begin until after applications are approved. Funds are awarded on a
first-come, first-served basis. For more information, refer to the
[Small Business Advantage Grant
Program](https://www.dep.pa.gov/Citizens/GrantsLoansRebates/SmallBusinessOmbudsmanOffice/Pages/Small%20Business%20Advantage%20Grant.aspx)
website.
",,,false,20,State Incentives,"",,,,,"",EFFEC|IR,GNT,"",FLEET,""
